;gndIdentifier;GND_name;GND_occupation;GND_gender;GND_country;placeOfBirth;GND_birth;GND_death;periodOfActivity
210;134998286;Holzmeister, Lieselotte;Musikverlegerin, Lektorin <Verlag>, Librettistin, Liederdichterin, Politikerin;Weiblich;Deutschland, Österreich;Iserlohn;1921.0;1994.0;
211;116158719;Beuth, Eddy;Autorin, Schriftstellerin, Drehbuchautorin, Drehbuchautor, Liederdichterin, Schriftstellerin;Weiblich;Deutschland;Breslau;1872.0;1938.0;
212;134531388;Stimmer-Salzeder, Kathi;Komponistin, Musikverlegerin, Arrangeurin, Liederdichterin;Weiblich;Deutschland;Aschau a. Inn;1957.0;;
213;1151730874;Orso, Kathrin Lena;Kinderbuchautorin, Jugendbuchautorin, Liederdichterin;Weiblich;Deutschland;Landshut;1987.0;;
214;117571881;Grünbeck, Esther;Schriftstellerin, Liederdichterin;Weiblich;Deutschland;;1717.0;1796.0;
215;1034711776;Scheelken, Marianne;Liederdichterin, Schriftstellerin;Weiblich;Deutschland;Fikensolt;1927.0;2015.0;
216;1139125982;Krumm, Ulrike;Religionslehrerin, Französischlehrerin, Liederdichterin, Librettistin;Weiblich;Deutschland;;1941.0;;
217;1014029341;Lampe-Densky, Sigrid;Pfarrerin, Liederdichterin;Weiblich;Deutschland;Bassum;1957.0;;
218;1207340103;Lipsky, Boris;Komponistin, Liederdichterin;Männlich;Deutschland;München;1928.0;2001.0;
219;1219986860;Riegler, Anne;Pianistin, Komponistin, Klavierlehrerin, Liederdichterin;Weiblich;Deutschland;;1990.0;;
220;135121361;Lange-Schlienkamp, Rosemarie;Librettistin, Autor, Liederdichterin;Weiblich;Deutschland;;1930.0;;
221;1259480208;Weber, Brigitte;Liederdichterin;Weiblich;Deutschland;;1922.0;1988.0;
222;1161414142;Klüber, Meggi;Sängerin, Musikerin, Musiklehrerin, Autorin, Liederdichterin;Weiblich;Deutschland;;1965.0;;
223;1084033887;Douglass, Kathrin;Liederdichterin, Komponistin, Musikerin, Vikarin;Weiblich;Deutschland;Berlin (Ost);1970.0;;
224;1044454164;Triepel, Gertrud;Journalistin, Schriftstellerin, Liederdichterin;Weiblich;Deutschland;Leipzig;1863.0;;
225;1027874118;Ziegler, Karolin;Lehrerin, Schriftstellerin, Liederdichterin;Weiblich;Deutschland;Biberach an der Riß;1976.0;;
226;1027297978;Stumph, Stephanie;Schauspielerin, Komponistin, Liederdichterin;Weiblich;Deutschland;Dresden;1984.0;;
227;1046326279;Haberkern, Hedwig;Erzieherin, Liederdichterin, Lehrerin;Weiblich;Deutschland;Breslau;1837.0;1901.0;
228;1081517875;Delft, Judith;Sozialarbeiterin, Liederdichterin;Weiblich;Deutschland, Großbritannien, Neuseeland;Frankfurt am Main;1920.0;2003.0;
229;1114680222;Holder, Irma;Liederdichterin;Weiblich;Deutschland;Wald (Landkreis Cham);1925.0;2019.0;
230;1052853153;Kaspari, Karoline;Sängerin, Altistin, Gesangslehrerin, Liederdichterin, Opernsängerin;Weiblich;Deutschland;Berlin;1808.0;;1850.0
231;1371043329;Bohlen, Frank;Liederdichterin;Weiblich;Deutschland;;1932.0;1999.0;
232;121105725;Busch, Fini;Komponistin, Liederdichterin;Weiblich;Deutschland;München;1928.0;2001.0;
233;135437903;Termöhlen, Nicola;Komponistin, Musiklehrerin, Musikerin, Blockflötistin, Arrangeurin, Herausgeberin, Liederdichterin;Weiblich;Deutschland;Oldenburg (Oldenburg);1979.0;;
234;1049296044;Frances, Miriam;Autorin, Lyrikerin, Liederdichterin;Weiblich;Deutschland;Oleśnica;1943.0;2014.0;
235;1081119535;Bethmann-Hollweg, Freda von;Liederdichterin;Weiblich;Deutschland;;1842.0;1916.0;
236;117142638;Warrens, Rosa;Schriftstellerin, Übersetzerin, Liederdichterin, Schauspielerin;Weiblich;Schweden, Deutschland;Karlskrona;1821.0;1878.0;
237;132427729;Gerwens, Katharina;Journalistin, Schriftstellerin, Liederdichterin, Lektorin <Verlag>;Weiblich;Deutschland;Gronau-Epe;1952.0;;
238;1362703583;Grimme, Edeltraud;Liederdichterin;Unbekannt;Deutschland;Freiwaldau (Hohes Gesenke);1929.0;;
239;1371042888;Haensch, Marion;Liederdichterin;Weiblich;Deutschland;;1932.0;1999.0;
240;115494820;Zeuch, Christa;Musikerin, Komponistin, Jugendbuchautorin, Kinderbuchautorin, Liederdichterin, Dirigentin, Herausgeberin;Weiblich;Deutschland;Berlin;1941.0;;
241;1018361863;Schenk von Limpurg, Konrad;Minnesänger;Männlich;Deutschland;;1570.0;1634.0;
242;100544924;Rietsch, Johann;Schriftsteller, Mundartschriftsteller, Katholischer Theologe;Männlich;Deutschland;Nürnberg;1778.0;1814.0;
243;10310352X;Berling, Georg Julius;Arzt, Mundartschriftsteller;Männlich;Deutschland;Altenkirchen (Landkreis Vorpommern-Rügen);1817.0;1873.0;
244;1175145475;Köhler, Michael;Mundartschriftsteller;Männlich;Deutschland;Ettlingen;1959.0;;
245;1191904350;Möhker, Hans Ludwig;Mundartschriftsteller;Männlich;Deutschland;;1928.0;2018.0;
246;1197843345;Hess, Georg;Mundartschriftsteller;Unbekannt;Deutschland;;1888.0;1967.0;
247;1199437956;Baus, Hubert;Mundartschriftsteller, Konditor, Bäcker;Männlich;Deutschland;Mönchengladbach;1908.0;2003.0;
248;1196232547;Bräutigam, Wolfgang;Mundartschriftsteller;Männlich;Deutschland;;1951.0;;
249;1196232911;Frind, Ferdi;Zimmerer, Mundartschriftsteller;Männlich;Deutschland;;1956.0;;
250;1184815089;Hümmer, Artur;Rektor, Mundartschriftsteller;Männlich;Deutschland;Geldersheim;1921.0;2003.0;
251;1176719599;Wilbers, Hans;Mundartschriftsteller;Männlich;Deutschland;Krefeld-Bockum;1933.0;;
252;1178157822;Genßler, Ulrich;Realschullehrer, Mundartschriftsteller;Männlich;Deutschland;Ostheim v. d. Rhön;1950.0;;
253;118005797X;Mostertz, Heinrich;Kolonialbeamter, Mundartschriftsteller, Maler, Erfinder;Männlich;Deutschland;Dülken;1884.0;1975.0;
254;1164480472;Bretschneider, Günther;Lehrer, Mundartschriftsteller;Männlich;Deutschland;Neustadt b. Coburg;1927.0;1995.0;
255;1159715068;Schreiber, Bernd;Realschullehrer, Konrektor, Fußballtrainer, Mundartschriftsteller;Männlich;Deutschland;Idar-Oberstein;1953.0;;
256;1083038125;Zorn, Rita;Mundartschriftsteller;Unbekannt;Deutschland;Geislautern;1937.0;2006.0;
257;1073873358;Albes, Friedrich;Mundartschriftsteller, Autor, Violoncellist;Männlich;Deutschland;Langenholzen;1911.0;1983.0;
258;107404357X;Thoma, Karl Borromäus;Pfarrer, Mundartschriftsteller;Männlich;Deutschland;Thannhausen (Landkreis Günzburg);1940.0;;
259;1058613030;Riedmüller, Hermann;Mundartschriftsteller;Unbekannt;Deutschland;Nürnberg;1903.0;;
260;1080211357;Wilhelm, Gerhard;Lehrer, Musiker, Mundartschriftsteller;Unbekannt;Deutschland;Oleśnica;1899.0;1965.0;
261;1088352219;Bleyer, Albert;Mundartschriftsteller, Verwaltungsfachangestellter;Männlich;Deutschland;Zweibrücken;1928.0;1994.0;
262;107436329;Schieß, Josef;Mundartschriftsteller;Unbekannt;Deutschland, Schweiz;Basel;1887.0;1964.0;
263;105293105;Pollmer, Karl Hans;Pfarrer, Mundartschriftsteller, Heimatkundler;Männlich;Deutschland;Herold (Rhein-Lahn-Kreis);1911.0;1987.0;
264;106885901;Schallweg, Paul;Schriftsteller, Mundartschriftsteller, Kulturmanager, Werbekaufmann;Männlich;Deutschland;München;1914.0;1998.0;
265;1166985229;Hassert, Fritz;Lyriker, Mundartschriftsteller;Männlich;Deutschland;Mannheim;1898.0;1974.0;
266;1081199776;Thomalla, Albert;Mundartschriftsteller, Musiker;Unbekannt;Deutschland;;1949.0;;
267;11045037X;Flügel, Hans;Mundartschriftsteller, Schriftsteller, Speditionskaufmann;Männlich;Deutschland;Singen (Hohentwiel);1926.0;2018.0;
268;110796381;Rüschenschmidt, Albert;Pädagoge, Lehrer, Schulleiter, Mundartschriftsteller;Männlich;Deutschland;Emsdetten;1935.0;2017.0;
269;108756912;Gravelott, B.;Mundartschriftsteller, Verleger;Unbekannt;Deutschland;;1922.0;1998.0;
270;1111066493;Junge, Kurt;Mundartschriftsteller, Dreher;Unbekannt;Deutschland;Görlitz;1910.0;1996.0;
271;11285916X;Pürner, Stefan;Jurist, Schriftsteller, Jurist, Mundartschriftsteller, Lyriker, Journalist;Männlich;Deutschland;Nürnberg;1960.0;;
272;112101461;Schweizer, Hans Jürgen;Mundartschriftsteller, Steuerberater;Männlich;Deutschland;Bad Dürkheim;1951.0;;
273;1109763646;Nußbickel, Adam;Mundartschriftsteller, Chorleiter, Maler;Männlich;Deutschland;;1900.0;1980.0;
274;110976992X;Müller, Hans;Lehrer, Mundartschriftsteller;Unbekannt;Deutschland;Erbach (Odenwaldkreis, Hessen);1912.0;;
275;1162152923;Fröhlich, Ernst;Mundartschriftsteller;Männlich;Deutschland;;1869.0;1945.0;
276;1108788262;Reif, Fritz;Beamter, Dramatiker, Mundartschriftsteller, Schriftsteller;Männlich;Deutschland;;1885.0;1972.0;
277;118083082;Liebscher, Thomas;Journalist, Mundartschriftsteller;Unbekannt;Deutschland;Bruchsal;1961.0;;
278;1106456882;Menge, Josef;Lehrer, Mundartschriftsteller;Unbekannt;Deutschland;Südeichsfeld- Lengenfeld unterm Stein;1904.0;1976.0;
279;139707859;Döhnel, Carl Friedrich;Schriftsteller, Mundartschriftsteller, Jurist, Rechtsanwalt;Männlich;Deutschland;Schneeberg (Erzgebirgskreis, Region);1772.0;1853.0;
280;11860791X;Schlatt, Hermann;Bildhauer, Grafiker, Zeichner, Mundartschriftsteller, Kunsterzieher;Männlich;Deutschland;Bocholt;1910.0;2004.0;
281;105191078;Gröbe, Volker;Lehrer, Mundartschriftsteller, Übersetzer;Männlich;Deutschland;Halberstadt;1947.0;2023.0;
282;140443835;Heitmann, Jürgen;Schriftsteller, Mundartschriftsteller, Lyriker;Männlich;Deutschland;Winsen (Luhe);1936.0;;
283;105776122;Happ, Ferdinand;Ingenieur, Bauingenieur, Ministerialrat, Mundartschriftsteller;Unbekannt;Deutschland;Frankfurt am Main;1868.0;1952.0;
284;14046462X;Habitz, Franz Josef;Priester, Mundartschriftsteller;Unbekannt;Deutschland;Neuss-Allerheiligen;1907.0;1993.0;
285;107350866;Siegmann, Hermann;Lehrer, Mundartschriftsteller;Männlich;Deutschland;Bad Mergentheim;1896.0;1974.0;
286;1159526613;Kantowsky, Ulrich;Mundartschriftsteller;Unbekannt;Deutschland;;1959.0;1987.0;
287;1159532508;Schumann, Carl;Mundartschriftsteller, Tischler;Unbekannt;Deutschland;Saarbrücken;1872.0;1943.0;
288;11727528X;Schirmer, Adolf;Schriftsteller, Mundartschriftsteller, Komponist, Schauspieler, Schriftsteller;Männlich;Deutschland, Österreich;Hamburg;1821.0;1886.0;
289;117338176;Widder, Wilhelm;Pädagoge, Mundartschriftsteller;Männlich;Deutschland;Kitzingen;1879.0;1954.0;
290;1175579130;Walters, Ludwig;Mundartschriftsteller, Lehrer, Studienrat;Männlich;Deutschland;Borken (Westf.);1875.0;1968.0;
291;117429376;Wroost, Wilfried;Schriftsteller, Mundartschriftsteller, Dramatiker;Männlich;Deutschland;Hamburg;1889.0;1959.0;
292;11690545X;Mertens, Hans Willy;Lehrer, Schriftsteller, Mundartschriftsteller, Lyriker;Männlich;Deutschland;;1866.0;1921.0;
293;137701799;Schürholz, Heinrich;Schriftsteller, Mundartschriftsteller;Männlich;Deutschland;;1914.0;1944.0;
294;116799048;Grabe, Franz;Kaufmann, Mundartschriftsteller, Dramatiker, Schriftsteller;Männlich;Deutschland;;1843.0;1923.0;
295;1142150658;Dobler, Kurt;Ingenieur, Mundartschriftsteller;Männlich;Deutschland;Stuttgart- Bad Cannstatt;1907.0;1979.0;
296;138825556;Graebke, Hermann;Mundartschriftsteller, Lehrer, Heimatschriftsteller;Unbekannt;Deutschland;Lenzen (Elbe);1833.0;1909.0;
297;116552449X;Rotzsch, Willy;Lehrer, Mundartschriftsteller;Männlich;Deutschland;;1883.0;1912.0;
298;1137075430;Uhl, Karl;Mundartschriftsteller, Schuhmacher;Unbekannt;Deutschland;Sankt Ingbert;1886.0;1966.0;
299;121575020;Pfisterer, Helmut;Mundartschriftsteller, Lehrer;Männlich;Deutschland;Leonberg (Landkreis Böblingen);1931.0;2010.0;
300;118118620X;Dankwardt, Rudolf;Kaufmann, Mundartschriftsteller;Männlich;Deutschland;Tessin (Landkreis Rostock);1867.0;1946.0;
301;1178340465;Richter, Fredi;Mundartschriftsteller, Friseur;Männlich;Deutschland (DDR), Deutschland;Wiesenbad Thermalbad;1932.0;2019.0;
302;133583317;Wildner, Friedrich;Mundartschriftsteller, Sänger, Volkssänger;Unbekannt;Deutschland;;1802.0;1883.0;
303;132537796;Kiefer, David Friedrich;Bildhauer, Kunsttischler, Mundartschriftsteller, Musiker;Unbekannt;Deutschland;;1837.0;1908.0;
304;1196232776;Dressel, Peter;Maler, Mundartschriftsteller;Männlich;Deutschland;;1940.0;;
305;1185988653;Kilchenmann, Eduard;Lehrer, Mundartschriftsteller, Dramatiker;Männlich;Schweiz, Deutschland;Oberösch;1884.0;1940.0;
306;1181449154;Heilgenthal, Hans;Musiker, Mundartschriftsteller;Männlich;Deutschland;Hofstetten (Gemünden, Main);1959.0;;
307;132416549;Oberlein, Albert;Schriftsetzer, Mundartschriftsteller;Unbekannt;Deutschland;;1845.0;1905.0;
308;116605316;Heidingsfelder, Georg;Journalist, Mundartschriftsteller, Kritiker, Pazifist;Männlich;Deutschland;Dinkelsbühl;1899.0;1967.0;
309;121745341;Liebl, Franz;Schriftsteller, Mundartschriftsteller, Realschullehrer;Männlich;Deutschland;;1923.0;2002.0;
310;121657736;Ehbauer, Michl;Schriftsteller, Mundartschriftsteller, Schauspieler, Schriftsteller;Männlich;Deutschland;Amberg;1899.0;1964.0;
311;118601198X;Dirmeier, Paul;Mundartschriftsteller, Rechtspfleger;Männlich;Deutschland;;1930.0;2019.0;
312;116050233;Barack, Max;Bibliothekar, Mundartschriftsteller;Männlich;Deutschland;Durlach;1832.0;1901.0;
313;120670925;Weisbecker, Rainer;Musiker, Bluesmusiker, Mundartschriftsteller, Liedermacher, Komponist;Männlich;Deutschland;Frankfurt am Main;1953.0;;
314;116551127;Rinsche, Franz;Mundartschriftsteller;Männlich;Deutschland;;1885.0;1948.0;
315;12204228X;Gläß, Martin;Mundartschriftsteller;Männlich;Deutschland;Grünbach (Vogtlandkreis);1920.0;2006.0;
316;117310468;Unseld, Wilhelm;Autor, Mundartschriftsteller;Männlich;Deutschland;;1846.0;1924.0;
317;117199141;Tamm, Rudolf;Schriftsteller, Lehrer, Mundartschriftsteller;Männlich;Deutschland;;1902.0;1972.0;
318;1274692989;Wernecke, Horst;Mundartschriftsteller, Lehrer;Männlich;Deutschland;;1933.0;2021.0;
319;122823796;Mährle, Hans-Helmut;Mundartschriftsteller;Unbekannt;Deutschland;;1936.0;;
320;117563013;Barber, Emil;Botaniker, Pädagoge, Mundartschriftsteller;Männlich;Deutschland;Thiemendorf (Waldhufen);1857.0;1917.0;
321;116305746;Prümer, Karl;Schriftsteller, Mundartschriftsteller, Verleger;Männlich;Deutschland;Dortmund;1846.0;1933.0;
322;1259381161;Levy, Ludwig;Kaufmann, Mundartschriftsteller, Humorist;Männlich;Deutschland, Juden;Mannheim;1845.0;1903.0;
323;1259381382;Strauß, Jakob;Kaufmann, Mundartschriftsteller, Humorist;Männlich;Juden, Deutschland;Mannheim;1861.0;1911.0;
324;1069222909;Carau, Gérard;Lehrer, Mundartschriftsteller;Unbekannt;Frankreich, Deutschland;Kreuzwald;1948.0;;
325;107028730X;Günzel, Hermann;Lehrer, Mundartschriftsteller;Männlich;Deutschland;;1930.0;;
326;1070287571;Gertler, Erhard;Mundartschriftsteller;Männlich;Deutschland;;1934.0;;
327;1285890795;Seeweg, Hans;Schriftsteller, Mundartschriftsteller, Steinmetz;Männlich;Deutschland;Oberstdorf;1908.0;2003.0;
328;1285902106;Ebenhoch, Rolf;Musiker, Mundartschriftsteller;Männlich;Deutschland;Sankt Mang;1952.0;;
329;11611682X;Dietz, Rudolf;Mundartschriftsteller, Heimatkundler, Konrektor;Männlich;Deutschland;Wiesbaden-Naurod;1863.0;1942.0;
330;128600067X;Wölfle, Xaver;Mundartschriftsteller, Dramatiker;Männlich;Deutschland;Untrasried;1926.0;2009.0;
331;1250212901;Tamme, Peter;Oberst, Mundartschriftsteller;Männlich;Deutschland;;1938.0;2021.0;
332;116083735;Bauer, Adam;Archivar, Mundartschriftsteller;Männlich;Deutschland;Buchen (Odenwald);1820.0;1899.0;
333;116918063;Hobein, Eduard;Jurist, Rechtsanwalt, Mundartschriftsteller, Schriftsteller, Dramatiker, Hofrat, Dramatiker;Männlich;Deutschland;Schwerin;1817.0;1882.0;1861.0
334;11601492X;Paech, Gustav;Bibliothekar, Schriftsteller, Lyriker, Mundartschriftsteller;Männlich;Deutschland;Hamburg;1899.0;;
335;116026111;Bacher, Karl;Schriftsteller, Lehrer, Mundartschriftsteller, Dramatiker;Männlich;Österreich, Tschechische Republik, Deutschland;;1884.0;1954.0;
336;1251874142;Krämer, Hartmut;Gymnasiallehrer, Englischlehrer, Französischlehrer, Heimatkundler, Mundartschriftsteller, Autor;Männlich;Deutschland;;1935.0;;
337;117079359;Jann, Hans;Katholischer Theologe, Mundartschriftsteller;Männlich;Deutschland;Forchheim (Oberfr.);1889.0;;
338;1278065385;Hubert, Benedikt;Mundartschriftsteller;Männlich;Deutschland;Haibach (Landkreis Aschaffenburg);1922.0;1999.0;
339;106244924X;Hammen, Ernst;Mundartschriftsteller, Schauspieler;Männlich;Deutschland;;1902.0;1984.0;
340;124475981;Berg, Kurt Norbert;Kaufmann, Mundartschriftsteller, Humorist;Männlich;USA, Deutschland;Mannheim;1910.0;1960.0;
341;123371503;Wieland, Dieter;Schriftsteller, Dramatiker, Mundartschriftsteller, Schriftsteller, Theatermaler;Männlich;Deutschland;Schwäbisch Hall;1936.0;2013.0;
342;124417078;Ried, Georg;Musiker, Mundartschriftsteller, Sprecher;Männlich;Deutschland;;1959.0;;
343;124402267;Burth, Thomas;Schriftsteller, Mundartschriftsteller;Unbekannt;Deutschland;Radolfzell am Bodensee;1934.0;2000.0;
344;1153739577;Thier, Natz;Schriftsteller, Mundartschriftsteller, Bauingenieur, Beamter;Männlich;Deutschland;Coesfeld;1886.0;1957.0;
345;122877462;Wilke, Andreas;Theologe, Lehrer, Schriftsteller, Mundartschriftsteller;Unbekannt;Deutschland;Grabow;1776.0;1814.0;
346;130386729X;Schorr, Michael;Mundartschriftsteller, Arzt;Männlich;Deutschland;München;1943.0;;
347;128915854;Mündlein, Karl;Lehrer, Lyriker, Mundartschriftsteller;Männlich;Deutschland;Weikersheim;1942.0;;
348;12343534X;Wöllhaf, Willrecht;Mundartschriftsteller;Männlich;Deutschland;Plochingen;1933.0;1999.0;
349;1302246275;Zill, Manfred;Mundartschriftsteller, Holzblasinstrumentenbauer;Männlich;Deutschland (DDR), Deutschland;Schöneck/Vogtl.;1951.0;;
350;123898293;Scholz, Carl V.;Schriftsteller, Mundartschriftsteller, Betriebswirt, Librettist;Männlich;Deutschland;Bremen;1927.0;2009.0;
351;1153146363;Trauzenberg, Karl;Schriftsteller, Mundartschriftsteller, Sänger, Kabarettist;Männlich;Deutschland;Neuwied;1897.0;1951.0;
352;130142166;Simon, Wilhelm;Agrarwissenschaftler, Mundartschriftsteller;Männlich;Deutschland;;1923.0;2016.0;
353;1153443511;Wunderwald, Erich;Mundartschriftsteller;Männlich;Deutschland (DDR);Ruppendorf;1903.0;1988.0;
354;130662593;Kunze, Albert;Schauspieler, Komiker, Mundartschriftsteller, Schauspieler, Opernsänger, Schriftsteller, Schauspieler, Schriftsteller, Opernsänger;Männlich;Deutschland;Leipzig;1872.0;1954.0;1893.0
355;130453587;Schulte, Johannes;Dramatiker, Mundartschriftsteller;Männlich;Deutschland;;1800.0;1900.0;1924.0
356;113717997X;Ricklefs, Harald;Seemann, Mundartschriftsteller, Marinemaler, Dramatiker;Männlich;Deutschland;Bremerhaven;1935.0;;
357;1207282375;Haßloch, Eduard;Mundartschriftsteller, Dramatiker;Männlich;Deutschland;Bensheim;1887.0;1944.0;
358;123111951;Kerner, Maximilian;Buchhändler, Mundartschriftsteller, Liedermacher;Männlich;Deutschland;Nürnberg;1949.0;2005.0;
359;123130719;Albers, Jürgen;Literaturwissenschaftler, Gymnasiallehrer, Kabarettist, Schriftsteller, Mundartschriftsteller;Männlich;Deutschland;Saarbrücken;1951.0;;
360;122076532;Koller, Wolfgang;Schriftsteller, Mundartschriftsteller, Lehrer;Männlich;Deutschland;;1904.0;1974.0;
361;108155994;Buddenberg, Wilhelm;Politiker, Lehrer, Mundartschriftsteller, Heimatschriftsteller;Männlich;Deutschland;Neuenhaus;1914.0;1992.0;
362;115778268;Trittelvitz, Bernhard;Arzt, Schriftsteller, Mundartschriftsteller;Männlich;Polen, Deutschland;;1879.0;1969.0;
363;116421568;Hamann, Ernst;Philologe, Gymnasiallehrer, Mundartschriftsteller;Männlich;Deutschland;;1862.0;1952.0;
364;116382368;Aulke, Anton;Schriftsteller, Mundartschriftsteller, Klassischer Philologe, Germanist, Gymnasiallehrer;Männlich;Deutschland;Senden (Kreis Coesfeld);1887.0;1974.0;
365;125935962X;Schlotmann, Joseph;Volksschullehrer, Chronist, Heimatkundler, Mundartschriftsteller;Männlich;Deutschland;Westkirchen;1888.0;;
366;121150526X;Beier, Ernst;Mundartschriftsteller;Männlich;Deutschland;Rittersgrün;1886.0;1967.0;
367;124257038;Kessemeier, Siegfried;Historiker, Mundartschriftsteller, Kurator <Museumskunde>;Männlich;Deutschland;;1930.0;2011.0;
368;124105769;Kurrle, Bernhard;Diakon, Mundartschriftsteller;Männlich;Deutschland;;1930.0;;
369;105713198;Gfeller, Simon;Schriftsteller, Mundartschriftsteller, Lehrer, Dramatiker, Lehrer, Schriftsteller;Männlich;Schweiz, Deutschland;Trachselwald;1868.0;1943.0;
370;124232973;Diekelmann, Gerhard;Schriftsteller, Mundartschriftsteller;Männlich;Deutschland;;1930.0;2018.0;
371;123852358;Wulf, Kurt;Hochschullehrer, Mundartschriftsteller;Männlich;Deutschland;Greifswald;1922.0;2019.0;
372;115834982;Christophers, Ewald;Mundartschriftsteller;Männlich;Deutschland;Kirchdorf (Kreis Aurich);1922.0;2003.0;
373;11611505X;Bellmer, Herbert;Pädagoge, Mundartschriftsteller, Schriftsteller;Männlich;Deutschland;Rönnebeck (Bremen);1895.0;1950.0;
374;107387174;Schmerler, Max;Mundartschriftsteller, Heimatschriftsteller, Lehrer;Männlich;Deutschland;Zwota;1873.0;1960.0;
375;124450075;Straßer, Joseph;Philologe, Lehrer, Mundartschriftsteller;Männlich;Deutschland;;1905.0;1989.0;
376;110655125;Louis, Reinold;Heimatkundler, Autor, Mundartschriftsteller, Bankkaufmann, Betriebswirt, Moderator;Männlich;Deutschland;Köln;1940.0;2024.0;
377;129762324X;Roscher, Gernot;Mundartschriftsteller;Männlich;Deutschland;;1956.0;;
378;110991710;Boek, Hartmut;Schriftsteller, Kaufmann, Mundartschriftsteller;Männlich;Deutschland;Neubrandenburg;1937.0;2020.0;
379;108453901;Oker, Eugen;Schriftsteller, Mundartschriftsteller;Männlich;Deutschland;Schwandorf;1919.0;2006.0;
380;1212609271;Buchwald, Werner;Mundartschriftsteller;Männlich;Polen, Deutschland;Breslau;1934.0;;
